"Date","Price","Open","High","Low","Vol.","Change %"
"08/16/2017","1,942.88","1,952.11","1,957.62","1,941.07","","-0.38%"
"08/15/2017","1,950.28","1,950.42","1,952.60","1,938.58","","-0.08%"
"08/14/2017","1,951.75","1,947.69","1,960.38","1,946.67","","0.36%"
"08/11/2017","1,944.83","1,953.56","1,953.56","1,933.69","","-0.79%"
"08/10/2017","1,960.23","1,977.15","1,983.74","1,959.05","","-0.79%"
"08/09/2017","1,975.91","1,985.31","1,987.95","1,973.08","","-0.69%"
"08/08/2017","1,989.61","1,970.30","1,989.77","1,969.75","","0.98%"
"08/07/2017","1,970.37","1,953.62","1,970.96","1,953.62","","0.86%"
"08/04/2017","1,953.49","1,962.46","1,962.46","1,950.57","","-0.60%"
"08/03/2017","1,965.29","1,965.56","1,976.36","1,961.38","","-0.01%"
"08/02/2017","1,965.48","1,940.95","1,966.97","1,940.77","","1.31%"
"08/01/2017","1,940.14","1,924.77","1,948.62","1,924.77","","1.07%"
"07/31/2017","1,919.53","1,917.34","1,930.27","1,904.56","","0.15%"
"07/28/2017","1,916.75","1,940.79","1,940.79","1,904.26","","-1.46%"
"07/27/2017","1,945.12","1,935.12","1,945.12","1,935.12","","0.62%"
"07/26/2017","1,933.10","1,928.13","1,938.56","1,923.90","","0.49%"
"07/25/2017","1,923.73","1,931.92","1,936.25","1,913.24","","-0.42%"
"07/24/2017","1,931.75","1,921.52","1,934.25","1,914.60","","0.34%"
"07/21/2017","1,925.13","1,946.19","1,946.19","1,921.00","","-1.10%"
"07/20/2017","1,946.51","1,952.10","1,959.33","1,941.38","","-0.28%"
"07/19/2017","1,951.89","1,929.67","1,951.89","1,925.70","","0.21%"
"07/18/2017","1,947.71","1,956.56","1,966.86","1,944.81","","-0.58%"
"07/17/2017","1,959.11","1,963.29","1,972.49","1,949.55","","-0.08%"
"07/14/2017","1,960.69","1,959.86","1,967.60","1,955.09","","0.04%"
"07/13/2017","1,959.91","1,951.66","1,963.37","1,946.61","","0.28%"
"07/12/2017","1,954.39","1,938.36","1,957.02","1,938.36","","0.86%"
"07/11/2017","1,937.64","1,927.34","1,938.11","1,919.19","","0.62%"
"07/10/2017","1,925.74","1,912.76","1,928.10","1,908.99","","0.69%"
"07/07/2017","1,912.48","1,906.72","1,914.29","1,897.87","","-0.56%"
"07/06/2017","1,923.22","1,920.59","1,929.43","1,911.96","","0.10%"
"07/05/2017","1,921.38","1,917.36","1,924.53","1,912.31","","0.21%"
"07/04/2017","1,917.40","1,902.64","1,919.23","1,899.17","","0.78%"
"07/03/2017","1,902.59","1,886.72","1,902.59","1,881.98","","1.23%"
"06/30/2017","1,879.50","1,879.16","1,895.98","1,877.57","","-0.08%"
"06/29/2017","1,881.04","1,896.12","1,902.80","1,877.13","","-0.58%"
"06/28/2017","1,891.98","1,877.04","1,893.65","1,864.88","","0.69%"
"06/27/2017","1,878.94","1,857.24","1,884.41","1,849.42","","1.00%"
"06/26/2017","1,860.39","1,870.33","1,880.11","1,857.03","","-0.38%"
"06/23/2017","1,867.46","1,859.63","1,876.36","1,850.22","","0.40%"
"06/22/2017","1,860.05","1,842.62","1,863.42","1,836.02","","0.50%"
"06/21/2017","1,850.81","1,858.24","1,861.03","1,844.06","","-0.38%"
"06/20/2017","1,857.96","1,850.38","1,870.56","1,846.70","","0.44%"
"06/19/2017","1,849.78","1,820.83","1,851.70","1,820.11","","1.47%"
"06/16/2017","1,822.91","1,818.87","1,833.70","1,811.45","","0.28%"
"06/15/2017","1,817.82","1,833.42","1,833.42","1,774.56","","-1.12%"
"06/14/2017","1,838.32","1,861.50","1,862.30","1,834.51","","-1.23%"
"06/13/2017","1,861.27","1,871.07","1,871.29","1,857.26","","-1.17%"
"06/09/2017","1,883.34","1,873.26","1,888.92","1,866.30","","0.49%"
"06/08/2017","1,874.21","1,869.49","1,874.45","1,851.63","","0.31%"
"06/07/2017","1,868.42","1,870.69","1,889.45","1,867.97","","-0.09%"
"06/06/2017","1,870.04","1,877.36","1,882.94","1,867.88","","-0.41%"
"06/05/2017","1,877.69","1,882.83","1,894.50","1,871.29","","-0.22%"
"06/02/2017","1,881.87","1,868.75","1,881.97","1,849.57","","0.65%"
"06/01/2017","1,869.66","1,900.89","1,904.82","1,862.60","","-1.62%"
"05/31/2017","1,900.38","1,934.03","1,936.65","1,893.39","","-1.68%"
"05/30/2017","1,932.91","1,938.06","1,939.74","1,927.28","","-0.40%"
"05/29/2017","1,940.77","1,934.66","1,945.82","1,931.45","","0.34%"
"05/26/2017","1,934.25","1,944.16","1,945.03","1,930.76","","-0.67%"
"05/25/2017","1,947.26","1,955.83","1,960.95","1,939.97","","-0.24%"
"05/24/2017","1,951.98","1,958.22","1,965.95","1,936.99","","-0.42%"
"05/23/2017","1,960.16","1,950.27","1,966.19","1,945.50","","0.49%"
"05/22/2017","1,950.51","1,966.66","1,966.66","1,941.78","","-0.61%"
"05/19/2017","1,962.40","1,969.73","1,977.03","1,954.32","","-0.27%"
"05/18/2017","1,967.66","1,989.05","1,996.85","1,961.20","","-1.34%"
"05/17/2017","1,994.35","1,989.02","1,999.56","1,982.97","","0.07%"
"05/16/2017","1,992.94","2,000.20","2,002.25","1,987.21","","-0.51%"
"05/15/2017","2,003.12","1,995.60","2,008.11","1,984.06","","0.43%"
"05/12/2017","1,994.58","2,003.92","2,004.03","1,983.83","","-0.40%"
"05/11/2017","2,002.54","2,028.26","2,028.58","1,991.81","","-1.27%"
"05/10/2017","2,028.21","2,012.84","2,028.21","2,005.40","","1.29%"
"05/05/2017","2,002.41","1,989.88","2,002.41","1,982.97","","0.18%"
"05/04/2017","1,998.87","1,994.16","2,015.61","1,989.44","","0.26%"
"05/03/2017","1,993.66","2,024.40","2,027.65","1,992.33","","-1.64%"
"05/02/2017","2,026.85","2,022.19","2,044.24","2,020.55","","0.50%"
"04/28/2017","2,016.71","2,021.74","2,031.06","2,011.02","","0.25%"
"04/27/2017","2,011.67","2,024.49","2,024.49","2,005.35","","-0.75%"
"04/26/2017","2,026.92","2,000.80","2,031.08","1,994.52","","1.43%"
"04/25/2017","1,998.41","1,983.23","2,002.37","1,969.04","","0.95%"
"04/24/2017","1,979.57","1,954.31","1,979.76","1,954.31","","1.79%"
"04/21/2017","1,944.72","1,932.82","1,955.43","1,932.82","","0.65%"
"04/20/2017","1,932.17","1,912.70","1,932.25","1,900.72","","0.82%"
"04/19/2017","1,916.50","1,920.19","1,932.81","1,911.35","","-0.20%"
"04/18/2017","1,920.29","1,944.28","1,949.52","1,914.44","","-1.15%"
"04/17/2017","1,942.72","1,917.13","1,944.93","1,902.48","","1.38%"
"04/14/2017","1,916.29","1,943.65","1,943.65","1,913.71","","-1.46%"
"04/13/2017","1,944.70","1,954.39","1,954.81","1,916.67","","-0.16%"
"04/12/2017","1,947.88","1,985.69","1,986.56","1,942.58","","-1.52%"
"04/11/2017","1,977.95","1,969.12","1,994.26","1,965.80","","0.34%"
"04/10/2017","1,971.23","2,017.75","2,018.03","1,965.58","","-2.43%"
"04/07/2017","2,020.23","2,046.78","2,048.63","2,010.92","","-1.68%"
"04/06/2017","2,054.69","2,052.05","2,058.11","2,043.42","","-0.08%"
"04/05/2017","2,056.32","2,028.71","2,057.03","2,028.12","","1.51%"
"04/04/2017","2,025.69","2,007.90","2,028.01","2,005.61","","0.85%"
"04/03/2017","2,008.61","1,998.55","2,014.18","1,992.67","","0.64%"
"03/31/2017","1,995.90","2,021.16","2,022.24","1,992.95","","-1.28%"
"03/30/2017","2,021.88","2,025.00","2,026.94","2,012.07","","-0.09%"
"03/29/2017","2,023.71","2,032.49","2,037.58","2,013.13","","-0.43%"
"03/28/2017","2,032.54","2,016.95","2,032.54","2,010.92","","0.96%"
"03/27/2017","2,013.16","2,034.10","2,034.10","1,997.92","","-1.30%"
"03/24/2017","2,039.77","2,047.78","2,052.90","2,036.30","","-0.55%"
"03/23/2017","2,051.04","2,065.37","2,072.91","2,040.18","","-0.51%"
"03/22/2017","2,061.53","2,042.65","2,061.53","2,030.55","","0.66%"
"03/21/2017","2,048.07","2,045.19","2,067.40","2,040.55","","0.26%"
"03/20/2017","2,042.72","2,038.99","2,051.50","2,024.85","","0.28%"
"03/17/2017","2,036.96","2,015.59","2,045.85","2,013.82","","1.12%"
"03/16/2017","2,014.37","2,001.82","2,021.05","1,998.24","","1.09%"
"03/15/2017","1,992.59","2,003.09","2,018.39","1,989.12","","-0.43%"
"03/14/2017","2,001.25","2,001.40","2,018.42","1,990.55","","0.06%"
"03/13/2017","2,000.14","1,972.66","2,001.71","1,968.61","","1.33%"
"03/10/2017","1,973.96","1,977.75","1,989.06","1,965.23","","-0.01%"
"03/09/2017","1,974.24","2,010.85","2,020.04","1,971.73","","-2.50%"
"03/07/2017","2,024.84","2,047.59","2,048.98","2,009.00","","-1.10%"
"03/06/2017","2,047.42","2,056.63","2,071.69","2,045.28","","-0.46%"
"03/03/2017","2,056.89","2,046.61","2,056.89","2,032.27","","0.39%"
"03/02/2017","2,049.00","2,062.61","2,076.71","2,044.25","","-0.53%"
"03/01/2017","2,059.87","2,034.28","2,063.67","2,030.49","","1.18%"
"02/28/2017","2,035.77","2,057.74","2,057.77","2,027.05","","-1.01%"
"02/27/2017","2,056.46","2,095.51","2,097.20","2,054.93","","-1.75%"
"02/24/2017","2,093.09","2,106.96","2,106.96","2,081.35","","-0.63%"
"02/22/2017","2,106.30","2,128.98","2,130.80","2,094.85","","-1.01%"
"02/21/2017","2,127.72","2,118.85","2,135.97","2,111.55","","0.41%"
"02/20/2017","2,119.09","2,132.47","2,136.80","2,113.03","","-0.43%"
"02/17/2017","2,128.21","2,148.58","2,148.84","2,125.45","","-0.94%"
"02/16/2017","2,148.48","2,138.70","2,148.48","2,127.04","","0.53%"
"02/15/2017","2,137.08","2,140.20","2,156.36","2,109.93","","-0.21%"
"02/14/2017","2,141.50","2,162.13","2,162.13","2,135.01","","-0.92%"
"02/13/2017","2,161.49","2,165.12","2,174.73","2,150.52","","-0.03%"
"02/10/2017","2,162.19","2,176.79","2,182.18","2,156.81","","-0.54%"
"02/09/2017","2,173.98","2,192.24","2,196.08","2,160.42","","-0.71%"
"02/08/2017","2,189.61","2,215.34","2,217.37","2,180.21","","-1.31%"
"02/07/2017","2,218.77","2,210.87","2,218.77","2,201.22","","0.37%"
"02/06/2017","2,210.51","2,228.85","2,230.86","2,202.20","","-0.72%"
"02/03/2017","2,226.61","2,219.49","2,228.05","2,213.22","","0.41%"
"02/02/2017","2,217.56","2,231.66","2,236.80","2,210.14","","-0.63%"
"02/01/2017","2,231.68","2,219.19","2,231.68","2,214.00","","0.64%"
"01/31/2017","2,217.39","2,233.66","2,240.57","2,215.79","","-0.75%"
"01/30/2017","2,234.14","2,263.63","2,263.63","2,231.40","","-1.41%"
"01/27/2017","2,266.05","2,226.87","2,266.05","2,219.67","","1.65%"
"01/26/2017","2,229.20","2,179.34","2,230.77","2,179.34","","2.44%"
"01/25/2017","2,176.00","2,175.40","2,178.92","2,163.55","","0.06%"
"01/24/2017","2,174.59","2,147.51","2,174.59","2,147.51","","1.33%"
"01/23/2017","2,146.09","2,160.13","2,160.13","2,136.35","","-0.64%"
"01/20/2017","2,159.96","2,162.71","2,165.88","2,147.19","","-0.11%"
"01/19/2017","2,162.25","2,171.45","2,178.22","2,151.43","","-0.36%"
"01/18/2017","2,170.09","2,180.64","2,190.00","2,165.32","","-0.40%"
"01/17/2017","2,178.73","2,189.95","2,195.36","2,167.88","","-0.47%"
"01/16/2017","2,189.07","2,195.67","2,202.39","2,180.78","","-0.28%"
"01/13/2017","2,195.19","2,214.24","2,217.47","2,173.39","","-0.76%"
"01/12/2017","2,212.00","2,224.02","2,228.55","2,205.55","","-0.30%"
"01/11/2017","2,218.61","2,233.62","2,239.87","2,211.16","","-0.84%"
"01/10/2017","2,237.49","2,209.53","2,237.88","2,205.87","","1.19%"
"01/09/2017","2,211.25","2,217.74","2,227.88","2,201.60","","-0.12%"
"01/06/2017","2,213.93","2,221.36","2,230.41","2,195.44","","-0.29%"
"01/05/2017","2,220.35","2,265.72","2,270.94","2,213.45","","-1.92%"
"01/04/2017","2,263.90","2,284.61","2,284.61","2,251.75","","-0.94%"
"01/03/2017","2,285.43","2,231.52","2,293.99","2,231.52","","2.36%"
"12/30/2016","2,232.72","2,206.04","2,232.72","2,206.04","","1.20%"
"12/29/2016","2,206.33","2,182.30","2,210.49","2,169.43","","1.07%"
"12/28/2016","2,182.98","2,191.17","2,201.21","2,182.98","","-0.29%"
"12/27/2016","2,189.43","2,173.80","2,190.91","2,173.80","","0.53%"
"12/26/2016","2,177.86","2,172.86","2,186.02","2,172.26","","0.22%"
"12/23/2016","2,173.18","2,173.62","2,188.99","2,159.51","","-0.07%"
"12/22/2016","2,174.64","2,203.80","2,203.80","2,172.37","","-1.70%"
"12/21/2016","2,212.33","2,227.31","2,237.60","2,210.73","","-0.63%"
"12/20/2016","2,226.36","2,215.31","2,233.84","2,207.39","","0.48%"
"12/19/2016","2,215.69","2,233.99","2,235.12","2,215.69","","-0.70%"
"12/16/2016","2,231.41","2,239.08","2,251.23","2,229.30","","-0.26%"
"12/15/2016","2,237.23","2,217.16","2,240.14","2,202.35","","0.37%"
"12/14/2016","2,229.05","2,248.22","2,258.10","2,215.11","","-0.80%"
"12/13/2016","2,247.02","2,225.74","2,247.02","2,215.70","","0.90%"
"12/12/2016","2,226.89","2,219.13","2,242.17","2,210.06","","0.83%"
"12/09/2016","2,208.53","2,211.29","2,220.01","2,197.49","","0.07%"
"12/08/2016","2,207.02","2,168.40","2,207.02","2,167.93","","2.15%"
"12/07/2016","2,160.51","2,154.02","2,165.21","2,148.54","","0.38%"
"12/06/2016","2,152.35","2,159.25","2,177.94","2,151.07","","-0.28%"
"12/05/2016","2,158.33","2,126.93","2,163.39","2,126.93","","1.38%"
"12/02/2016","2,128.99","2,121.12","2,137.82","2,114.91","","0.34%"
"12/01/2016","2,121.87","2,110.69","2,128.70","2,110.69","","0.81%"
"11/30/2016","2,104.91","2,087.81","2,116.38","2,085.84","","0.87%"
"11/29/2016","2,086.84","2,092.13","2,098.00","2,082.71","","-0.37%"
"11/28/2016","2,094.65","2,098.33","2,104.34","2,086.36","","-0.17%"
"11/25/2016","2,098.15","2,101.47","2,106.60","2,088.40","","-0.23%"
"11/24/2016","2,102.97","2,086.56","2,107.96","2,086.56","","0.83%"
"11/23/2016","2,085.75","2,069.18","2,085.75","2,068.61","","0.95%"
"11/22/2016","2,066.18","2,062.98","2,074.89","2,057.70","","0.36%"
"11/21/2016","2,058.77","2,044.20","2,059.67","2,044.20","","1.00%"
"11/18/2016","2,038.29","2,042.23","2,048.19","2,036.29","","-0.22%"
"11/17/2016","2,042.76","2,029.85","2,045.65","2,029.30","","0.68%"
"11/16/2016","2,028.92","2,024.71","2,049.01","2,022.89","","0.59%"
"11/15/2016","2,017.06","2,025.01","2,032.04","2,009.34","","-0.24%"
"11/14/2016","2,021.99","2,034.97","2,047.03","2,017.22","","-0.49%"
"11/11/2016","2,031.92","2,045.22","2,054.42","2,031.92","","-0.59%"
"11/10/2016","2,044.03","2,017.69","2,076.44","2,016.96","","1.61%"
"11/09/2016","2,011.58","1,941.89","2,011.81","1,939.66","","2.22%"
"11/08/2016","1,967.93","1,959.79","1,973.07","1,959.79","","0.78%"
"11/07/2016","1,952.69","1,964.59","1,970.61","1,952.69","","-0.51%"
"11/03/2016","1,962.71","1,970.97","1,971.56","1,957.53","","-0.31%"
"11/02/2016","1,968.77","1,989.37","1,990.22","1,966.35","","-1.41%"
"11/01/2016","1,996.87","1,991.70","2,003.14","1,991.70","","0.36%"
"10/31/2016","1,989.64","1,984.24","1,992.48","1,976.29","","0.40%"
"10/28/2016","1,981.76","1,979.87","1,982.51","1,975.48","","0.10%"
"10/27/2016","1,979.80","1,975.16","1,986.53","1,973.27","","0.25%"
"10/26/2016","1,974.81","1,975.36","1,979.42","1,967.87","","-0.12%"
"10/25/2016","1,977.19","1,965.63","1,987.07","1,962.24","","0.73%"
"10/24/2016","1,962.79","1,960.97","1,970.36","1,957.65","","0.26%"
"10/21/2016","1,957.70","1,957.63","1,960.56","1,946.78","","0.03%"
"10/20/2016","1,957.09","1,967.52","1,968.11","1,956.61","","-0.53%"
"10/19/2016","1,967.50","1,971.90","1,973.24","1,961.39","","-0.08%"
"10/18/2016","1,969.11","1,958.28","1,974.01","1,958.28","","0.62%"
"10/17/2016","1,956.95","1,964.66","1,965.83","1,954.81","","-0.48%"
"10/14/2016","1,966.39","1,976.34","1,978.96","1,962.35","","-0.50%"
"10/13/2016","1,976.37","1,990.39","1,990.39","1,970.86","","-0.85%"
"10/12/2016","1,993.35","1,999.60","2,005.17","1,986.70","","-0.40%"
"10/11/2016","2,001.42","2,000.46","2,006.66","1,995.93","","0.02%"
"10/10/2016","2,001.10","1,981.11","2,002.53","1,977.43","","1.06%"
"10/07/2016","1,980.02","1,985.04","1,993.65","1,974.89","","-0.19%"
"10/06/2016","1,983.88","1,975.26","1,983.88","1,967.75","","0.41%"
"10/05/2016","1,975.85","1,985.05","1,985.05","1,962.14","","-0.46%"
"10/04/2016","1,985.02","1,987.61","1,989.32","1,975.96","","-0.09%"
"10/03/2016","1,986.80","1,981.02","1,993.55","1,975.74","","0.44%"
"09/30/2016","1,978.00","1,989.43","1,989.43","1,975.23","","-0.91%"
"09/29/2016","1,996.12","1,996.99","2,006.59","1,994.88","","0.78%"
"09/28/2016","1,980.68","1,977.35","1,993.93","1,975.84","","0.26%"
"09/27/2016","1,975.52","1,999.93","1,999.93","1,975.52","","-1.12%"
"09/26/2016","1,997.94","2,003.48","2,007.25","1,993.33","","-0.69%"
"09/23/2016","2,011.83","2,022.28","2,022.28","1,995.14","","-0.67%"
"09/22/2016","2,025.30","2,007.12","2,025.30","2,001.07","","1.38%"
"09/21/2016","1,997.67","1,995.13","2,004.10","1,988.64","","0.30%"
"09/20/2016","1,991.78","1,984.97","1,991.85","1,969.41","","0.24%"
"09/19/2016","1,986.97","1,984.46","1,993.49","1,981.39","","0.25%"
"09/16/2016","1,981.96","1,998.14","2,004.37","1,967.31","","-0.73%"
"09/15/2016","1,996.58","2,003.20","2,004.65","1,982.95","","-0.39%"
"09/14/2016","2,004.48","2,003.74","2,010.47","1,995.70","","0.00%"
"09/13/2016","2,004.50","2,020.60","2,026.57","2,001.34","","-0.76%"
"09/12/2016","2,019.90","2,017.08","2,021.58","2,004.43","","-0.41%"
"09/09/2016","2,028.25","2,044.93","2,045.04","2,028.25","","-1.10%"
"09/08/2016","2,050.77","2,058.73","2,063.13","2,041.01","","-0.15%"
"09/07/2016","2,053.75","2,042.21","2,060.03","2,042.12","","0.70%"
"09/06/2016","2,039.53","2,020.77","2,040.42","2,017.50","","1.10%"
"09/05/2016","2,017.38","2,008.69","2,019.65","2,005.42","","0.68%"
"09/02/2016","2,003.77","1,978.16","2,006.25","1,976.62","","1.36%"
"09/01/2016","1,976.91","1,976.26","1,982.26","1,969.48","","0.27%"
"08/31/2016","1,971.59","1,985.84","1,988.56","1,966.88","","-0.71%"
"08/30/2016","1,985.69","1,989.03","1,999.14","1,983.84","","-0.05%"
"08/29/2016","1,986.72","1,985.99","1,986.72","1,970.53","","-0.33%"
"08/26/2016","1,993.35","1,984.68","1,997.10","1,976.87","","0.39%"
"08/25/2016","1,985.56","1,983.22","1,987.35","1,969.53","","0.10%"
"08/24/2016","1,983.59","1,988.08","1,989.43","1,974.89","","-0.30%"
"08/23/2016","1,989.51","1,976.07","1,992.55","1,973.43","","0.53%"
"08/22/2016","1,979.09","1,956.46","1,979.09","1,948.35","","0.99%"
"08/19/2016","1,959.72","1,972.89","1,974.40","1,959.72","","-0.53%"
"08/18/2016","1,970.07","1,971.26","1,976.71","1,961.35","","0.04%"
"08/17/2016","1,969.19","1,971.49","1,973.02","1,959.44","","-0.33%"
"08/16/2016","1,975.80","1,977.76","1,994.33","1,967.37","","-0.07%"
"08/15/2016","1,977.28","1,969.96","1,983.10","1,964.84","","0.51%"
"08/12/2016","1,967.18","1,955.16","1,968.18","1,952.56","","0.77%"
"08/11/2016","1,952.18","1,941.32","1,952.18","1,933.27","","0.49%"
"08/10/2016","1,942.67","1,956.33","1,959.99","1,940.63","","-0.70%"
"08/09/2016","1,956.42","1,954.05","1,964.58","1,948.89","","-0.03%"
"08/08/2016","1,956.99","1,948.51","1,956.99","1,947.22","","0.65%"
"08/05/2016","1,944.31","1,946.66","1,952.35","1,931.01","","-0.03%"
"08/04/2016","1,944.94","1,924.97","1,945.14","1,924.97","","1.34%"
"08/03/2016","1,919.15","1,913.14","1,922.86","1,902.74","","0.34%"
"08/02/2016","1,912.69","1,946.31","1,946.65","1,908.89","","-1.78%"
"08/01/2016","1,947.36","1,950.49","1,964.27","1,941.58","","0.14%"
"07/29/2016","1,944.62","1,952.82","1,955.07","1,939.28","","-0.50%"
"07/28/2016","1,954.45","1,938.01","1,959.86","1,932.63","","0.81%"
"07/27/2016","1,938.65","1,938.64","1,941.15","1,928.32","","0.01%"
"07/26/2016","1,938.52","1,932.54","1,940.26","1,917.96","","0.35%"
"07/25/2016","1,931.78","1,929.93","1,942.98","1,922.22","","0.25%"
"07/22/2016","1,926.90","1,923.80","1,933.76","1,922.85","","-0.04%"
"07/21/2016","1,927.70","1,920.01","1,930.79","1,911.87","","0.66%"
"07/20/2016","1,915.09","1,915.49","1,921.23","1,896.00","","-0.04%"
"07/19/2016","1,915.89","1,921.12","1,929.11","1,903.10","","-1.04%"
"07/18/2016","1,936.07","1,937.77","1,948.54","1,920.18","","-0.25%"
"07/15/2016","1,940.85","1,931.66","1,943.63","1,928.57","","-0.08%"
"07/14/2016","1,942.46","1,938.54","1,944.85","1,921.75","","0.34%"
"07/13/2016","1,935.88","1,937.35","1,945.76","1,928.50","","-0.13%"
"07/12/2016","1,938.36","1,913.84","1,942.69","1,911.91","","1.32%"
"07/11/2016","1,913.12","1,891.05","1,914.31","1,887.10","","0.99%"
"07/08/2016","1,894.35","1,873.49","1,896.82","1,860.55","","0.63%"
"07/07/2016","1,882.41","1,887.12","1,901.57","1,878.47","","0.16%"
"07/06/2016","1,879.42","1,892.26","1,896.71","1,871.47","","-0.86%"
"07/05/2016","1,895.64","1,904.03","1,904.06","1,887.05","","-0.62%"
"07/04/2016","1,907.48","1,899.35","1,913.48","1,896.40","","0.57%"
"07/01/2016","1,896.62","1,891.03","1,900.41","1,880.63","","0.29%"
"06/30/2016","1,891.09","1,886.47","1,897.36","1,879.33","","0.16%"
"06/29/2016","1,888.15","1,862.25","1,888.15","1,862.25","","1.66%"
"06/28/2016","1,857.23","1,850.75","1,863.53","1,844.80","","0.84%"
"06/27/2016","1,841.73","1,883.76","1,887.75","1,841.73","","-2.26%"
"06/24/2016","1,884.41","1,865.48","1,884.94","1,846.91","","-1.82%"
"06/23/2016","1,919.27","1,894.16","1,919.27","1,883.18","","1.19%"
"06/22/2016","1,896.70","1,908.06","1,912.96","1,892.16","","-0.38%"
"06/21/2016","1,904.02","1,902.44","1,910.25","1,884.64","","0.07%"
"06/20/2016","1,902.70","1,889.26","1,906.46","1,889.26","","1.37%"
"06/17/2016","1,877.07","1,875.96","1,896.28","1,871.88","","0.39%"
"06/16/2016","1,869.78","1,884.22","1,884.91","1,853.36","","-1.06%"
"06/15/2016","1,889.75","1,883.94","1,898.31","1,880.55","","0.20%"
"06/14/2016","1,885.92","1,898.21","1,903.54","1,875.27","","-0.93%"
"06/10/2016","1,903.61","1,926.91","1,930.26","1,903.61","","-1.62%"
"06/09/2016","1,934.92","1,951.80","1,952.42","1,927.72","","-0.85%"
"06/08/2016","1,951.55","1,953.75","1,960.75","1,937.62","","0.01%"
"06/07/2016","1,951.26","1,917.96","1,954.49","1,914.56","","1.86%"
"06/06/2016","1,915.54","1,893.05","1,920.91","1,893.05","","1.52%"
"06/03/2016","1,886.84","1,896.95","1,913.74","1,877.89","","-0.21%"
"06/02/2016","1,890.78","1,895.27","1,898.90","1,876.58","","-0.13%"
"06/01/2016","1,893.18","1,899.14","1,906.86","1,888.88","","-0.31%"
"05/31/2016","1,899.01","1,937.13","1,939.84","1,899.01","","-1.89%"
"05/30/2016","1,935.54","1,931.07","1,938.14","1,918.76","","0.41%"
"05/27/2016","1,927.58","1,913.18","1,930.80","1,910.11","","0.69%"
"05/26/2016","1,914.31","1,905.81","1,931.78","1,895.63","","0.82%"
"05/25/2016","1,898.75","1,889.42","1,910.70","1,889.42","","0.78%"
"05/24/2016","1,884.12","1,868.70","1,887.48","1,868.70","","0.84%"
"05/23/2016","1,868.43","1,889.11","1,889.11","1,861.64","","-1.21%"
"05/20/2016","1,891.33","1,901.27","1,903.58","1,882.16","","-0.01%"
"05/19/2016","1,891.52","1,907.71","1,913.70","1,891.52","","-1.34%"
"05/18/2016","1,917.24","1,907.15","1,921.21","1,899.12","","0.43%"
"05/17/2016","1,909.00","1,913.25","1,915.19","1,876.69","","-0.33%"
"05/16/2016","1,915.33","1,912.16","1,939.22","1,909.18","","0.43%"
"05/13/2016","1,907.19","1,901.51","1,907.19","1,881.41","","0.28%"
"05/12/2016","1,901.90","1,912.43","1,922.51","1,900.08","","-0.37%"
"05/11/2016","1,909.05","1,890.09","1,916.34","1,885.67","","1.26%"
"05/10/2016","1,885.34","1,896.02","1,909.97","1,874.50","","-0.85%"
"05/06/2016","1,901.56","1,905.15","1,906.34","1,889.96","","-0.26%"
"05/05/2016","1,906.48","1,924.28","1,924.28","1,902.66","","-0.99%"
"05/04/2016","1,925.58","1,932.92","1,957.18","1,901.85","","-1.41%"
"04/29/2016","1,953.05","1,970.46","1,974.42","1,941.25","","-0.85%"
"04/28/2016","1,969.89","1,936.05","1,969.89","1,925.27","","1.82%"
"04/27/2016","1,934.77","1,951.51","1,954.93","1,921.58","","-0.61%"
"04/26/2016","1,946.55","1,953.86","1,956.54","1,931.08","","-0.46%"
"04/25/2016","1,955.47","1,962.67","1,963.96","1,944.94","","-0.60%"
"04/22/2016","1,967.26","1,952.33","1,967.26","1,936.72","","0.88%"
"04/21/2016","1,950.08","1,971.75","1,976.69","1,931.66","","-0.52%"
"04/20/2016","1,960.18","1,923.94","1,961.60","1,922.41","","1.56%"
"04/19/2016","1,930.14","1,895.28","1,930.23","1,892.96","","1.98%"
"04/18/2016","1,892.64","1,888.97","1,896.36","1,867.61","","-0.79%"
"04/15/2016","1,907.78","1,914.19","1,918.35","1,899.29","","-0.42%"
"04/14/2016","1,915.85","1,929.87","1,948.84","1,902.64","","-0.88%"
"04/13/2016","1,932.80","1,903.47","1,944.32","1,903.47","","1.77%"
"04/12/2016","1,899.26","1,907.56","1,910.59","1,889.02","","-0.40%"
"04/11/2016","1,906.90","1,875.74","1,907.50","1,872.50","","1.58%"
"04/08/2016","1,877.27","1,860.93","1,879.64","1,857.44","","0.99%"
"04/07/2016","1,858.85","1,865.97","1,872.51","1,848.19","","-0.07%"
"04/06/2016","1,860.17","1,863.30","1,867.96","1,850.83","","0.17%"
"04/05/2016","1,857.09","1,859.51","1,861.39","1,847.62","","-0.51%"
"04/04/2016","1,866.64","1,854.37","1,876.08","1,853.54","","0.53%"
"04/01/2016","1,856.77","1,860.53","1,861.49","1,833.61","","-0.77%"
"03/31/2016","1,871.15","1,865.10","1,876.55","1,851.35","","0.16%"
"03/30/2016","1,868.10","1,853.35","1,876.32","1,847.78","","1.24%"
"03/29/2016","1,845.20","1,849.11","1,850.93","1,825.99","","-0.22%"
"03/28/2016","1,849.31","1,871.93","1,879.47","1,844.73","","-0.91%"
"03/25/2016","1,866.23","1,869.60","1,879.79","1,865.37","","-0.02%"
"03/24/2016","1,866.67","1,872.88","1,875.27","1,857.27","","-0.70%"
